name,source_mart,date_column,agg,sum_column,rate_num,rate_denom,rate_scale,label,description
heartwise_tagged_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,heartwise_tagged_pid,,,100,Heartwise Tagged (Any),Cohort: active MDM patients. Count of distinct patient_id with ANY athena 'Heartwise for Her' tag (Enrolled OR Candidate OR Declined). Total athena outreach universe.
heartwise_eligible_enrolled_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,eligible_enrolled_pid,,,100,Eligible & Enrolled,Cohort: clinically eligible patients (HTN + (DM/CKD)) who are actually enrolled ('Heartwise patient'). Snapshot at as_of_date.
heartwise_eligible_candidate_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,eligible_candidate_pid,,,100,Eligible & Candidate (Pipeline),Cohort: clinically eligible patients tagged as 'Heartwise candidate' - the live outreach pipeline. Snapshot at as_of_date.
heartwise_eligible_declined_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,eligible_declined_pid,,,100,Eligible & Declined,Cohort: clinically eligible patients who declined. Snapshot at as_of_date.
heartwise_eligible_untagged_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,eligible_untagged_pid,,,100,Eligible & Untagged (Intake Gap),Cohort: clinically eligible patients with NO athena 'Heartwise for Her' tag at all - clinic has not yet acted on this patient. Primary intake-gap capture opportunity. Snapshot at as_of_date.
heartwise_eligible_not_enrolled_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,eligible_not_enrolled_pid,,,100,Eligible Not Enrolled,Cohort: clinically eligible patients not enrolled - umbrella intervention target (candidates + declined + untagged combined). Snapshot at as_of_date.
heartwise_enrolled_not_eligible_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,enrolled_not_eligible_pid,,,100,Enrolled Without Clinical Eligibility,Cohort: actually-enrolled patients without a recorded HTN+(DM/CKD) encounter diagnosis - data-quality / chart-review target. Snapshot at as_of_date.
heartwise_enrollment_rate,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,rate_distinct,,eligible_enrolled_pid,heartwise_eligible_pid,100,Enrollment Rate (Eligible) %,"Cohort: clinically eligible patients. = eligible_enrolled / eligible x 100. Real enrollment, not candidates."
heartwise_candidate_rate,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,rate_distinct,,eligible_candidate_pid,heartwise_eligible_pid,100,Candidate Rate (Eligible) %,Cohort: clinically eligible patients. = eligible_candidate / eligible x 100. Share of eligibles in the live outreach pipeline.
heartwise_intake_gap_rate,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,rate_distinct,,eligible_untagged_pid,heartwise_eligible_pid,100,Intake Gap Rate (Eligible) %,Cohort: clinically eligible patients. = eligible_untagged / eligible x 100. Share of eligibles the clinic has not yet acted on.
zio_patch_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,zio_patient_pid,,,100,Zio Patch Patients,Cohort: active MDM patients. Count of distinct patient_id with at least one non-deleted athena document tied to a clinicalordertype name LIKE 'ZIO%'. Snapshot at as_of_date.
zio_patch_orders,marts_bi_v3.mart_heartwise_zio_patch,last_zio_order_date,sum,zio_order_count,,,100,Zio Patch Orders,Cohort: active MDM patients. Sum of zio_order_count across the mart (one order = one non-deleted athena Zio-named document).
zio_and_heartwise_eligible_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,zio_and_eligible_pid,,,100,Zio Patients Heartwise Eligible,Cohort: Zio Patch patients. Count of distinct patient_id who also meet Heartwise clinical eligibility (HTN + (DM/CKD)). Snapshot at as_of_date.
zio_and_heartwise_enrolled_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,zio_and_enrolled_pid,,,100,Zio Patients Heartwise Enrolled,Cohort: Zio Patch patients who are actually enrolled in Heartwise ('Heartwise patient'). Snapshot at as_of_date.
zio_and_heartwise_candidate_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,zio_and_candidate_pid,,,100,Zio Patients Heartwise Candidate,Cohort: Zio Patch patients tagged as 'Heartwise candidate'. Snapshot at as_of_date.
zio_without_heartwise_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,zio_without_heartwise_pid,,,100,Zio Without Heartwise Tag,Cohort: Zio Patch patients with NO Heartwise athena tag at all - coordination gap / monitoring-only population. Snapshot at as_of_date.
established_active_patients,marts_bi_v3.mart_no_next_validation,,count_distinct,has_completed_pid,,,100,Established Active Patients,Active patients (computed patient_status) with at least one completed visit — panel denominator for No Next established dashboard.
with_next_visit_rate,marts_bi_v3.mart_no_next_validation,,rate_distinct,,has_future_mdm_pid,has_completed_pid,100,% With Next Visit,Percentage of established active patients with at least one MDM-compliant future appointment scheduled.
awv_completion_rate_active,marts_bi_v3.mart_attribution_detail,,rate_distinct,,awv_completed_aid,active_aid,100,% AWV Completed (Active Panel),Percentage of MDM Active patients (computed patient_status) with a completed AWV YTD. Numerator: completed AWV. Denominator: all MDM Active patients on attribution detail.
awv_gap_rate_active,marts_bi_v3.mart_attribution_detail,,rate_distinct,,awv_gap_aid,active_aid,100,% AWV Gap (Active Panel),Percentage of MDM Active patients with no AWV completed or scheduled YTD among analytics-eligible patients. Numerator: AWV gap. Denominator: all MDM Active patients.
cadence_active_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,active_pid,,,100,Active Patients,Active panel (>=1 completed visit within 548 days): count of distinct active patients. Numerator: distinct active patient_id.
cadence_on_cadence_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,on_cadence_pid,,,100,On-Cadence Patients,Active panel: distinct active patients ON cadence — a qualifying baseline exists AND days since last QUALIFYING visit <= tier threshold (Highly Complex<=23 / High<=45 / Rising<=68 / Low<=182 for last qualifying visits on/after 2026-04-13 else <=274). MDM-compliant qualifying visits only (excludes ancillary/BH). Excludes No-Tier.
cadence_off_cadence_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,off_cadence_pid,,,100,Off-Cadence Patients,"Active panel: distinct active patients OFF cadence — no qualifying baseline in the 730d lookback, OR days since last QUALIFYING visit > tier threshold (Highly Complex>23 / High>45 / Rising>68 / Low>182 for last qualifying visits on/after 2026-04-13 else >274). MDM-compliant qualifying visits only. Excludes No-Tier."
cadence_patients_with_future_appt,marts_bi_v3.mart_cadence_scheduling,,count_distinct,has_future_appt_pid,,,100,Patients with Future Appt (Any),Active panel: distinct active patients with at least one future appointment of ANY type booked (Salesforce future appointment count > 0). Descriptive; cadence logic uses Next Qualifying Visit Booked.
cadence_scheduled_on_tier_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,scheduled_on_tier_pid,,,100,Next Qualifying Visit Booked,Active panel: distinct active patients with a SCHEDULED (non-cancelled) QUALIFYING visit booked after today (MDM-compliant; excludes ancillary/BH). The Goal B 'has a next visit' axis.
cadence_off_cadence_unscheduled_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,off_cadence_unscheduled_pid,,,100,Off-Cadence - No Next Visit,Active panel: distinct off-cadence active patients with NO next qualifying visit booked (Off Cadence - No Next Visit). Intervention target. Off-Cadence - Next Beyond = cadence_off_cadence_patients minus this measure.
cadence_proposed_on_cadence_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,proposed_on_cadence_pid,,,100,Proposed On-Cadence Patients,"Active panel: distinct patients ON cadence under proposed-tier thresholds (falls back to current_tier when proposed_tier is NULL). Qualifying-visit baseline; same bands as legacy cadence (23/45/68/182|274)."
cadence_proposed_off_cadence_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,proposed_off_cadence_pid,,,100,Proposed Off-Cadence Patients,"Active panel: distinct patients OFF cadence under proposed-tier thresholds (falls back to current_tier when proposed_tier is NULL). Re-tier catch-up intervention pool."
cadence_proposed_on_cadence_rate,marts_bi_v3.mart_cadence_scheduling,,rate_distinct,,proposed_on_cadence_pid,active_pid,100,Proposed On-Cadence Rate %,Active panel: proposed-on-cadence patients / all active patients x 100. Program goal is 70% by 2027-02-17.
cadence_proposed_off_cadence_unscheduled_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,proposed_off_cadence_unscheduled_pid,,,100,Proposed Off-Cadence - No Next Visit,Active panel: proposed-off-cadence patients with no next qualifying visit booked. Primary scheduling intervention target under the re-tier program.
cadence_off_cadence_masked_by_nonqualifying_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,off_cadence_masked_by_nonqualifying_pid,,,100,Off-Cadence Masked by Non-Qualifying,Diagnostic: active patients who would appear ON cadence under the legacy any-visit logic (an ancillary/BH visit kept days_since_last_visit within threshold) but are OFF under the MDM-compliant qualifying-visit logic. Measures the cadence MDM-alignment delta.
cadence_meets_visit_target_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,meets_visit_target_pid,,,100,Meets Visit Target,Active panel: distinct active patients whose trailing-12mo QUALIFYING completed visits meet the tier visit/yr target (Low 2 / Rising 4 / High 6 / Highly Complex 12). MDM-compliant qualifying visits only.
cadence_on_cadence_rate,marts_bi_v3.mart_cadence_scheduling,,rate_distinct,,on_cadence_pid,active_pid,100,On-Cadence Rate %,Active panel: on-cadence active patients / all active patients x 100. On cadence = qualifying baseline exists AND days since last QUALIFYING visit <= tier threshold. MDM-compliant. Excludes No-Tier from numerator.
cadence_off_cadence_rate,marts_bi_v3.mart_cadence_scheduling,,rate_distinct,,off_cadence_pid,active_pid,100,Off-Cadence Rate %,Active panel: off-cadence active patients / all active patients x 100. Off cadence = no qualifying baseline OR days since last QUALIFYING visit > tier threshold. MDM-compliant.
cadence_visit_target_attainment_rate,marts_bi_v3.mart_cadence_scheduling,,rate_distinct,,meets_visit_target_pid,active_pid,100,Visit Target Attainment %,Active panel: active patients meeting their tier visit/yr target (QUALIFYING completed visits) / all active patients x 100.
cadence_proposed_tier_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,proposed_tier_pid,,,100,Proposed-Tier Patients,"Active panel with sufficient clinical signal AND >=12 months tenure (first completed visit >=12 months ago): distinct patients assigned a proposed tier under the Excel rubric (chronic-condition count bands + polypharmacy/HRM, high-utilization, and frailty escalators (no age add-on)). Group by proposed_tier for the proposed distribution; group by current_tier + proposed_tier for the migration matrix."
cadence_tier_upgrade_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,tier_upgrade_pid,,,100,Tier Upgrades,Active panel: distinct patients whose proposed clinical tier is HIGHER than their current Salesforce tier (under-tiered today).
cadence_tier_downgrade_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,tier_downgrade_pid,,,100,Tier Downgrades,Active panel: distinct patients whose proposed clinical tier is LOWER than their current Salesforce tier (over-tiered today).
cadence_tier_nochange_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,tier_nochange_pid,,,100,Tier Unchanged,Active panel: distinct patients whose proposed clinical tier equals their current Salesforce tier.
cadence_tier_insufficient_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,tier_insufficient_pid,,,100,Insufficient Tier Data,"Active panel: distinct active patients who cannot get a proposed tier: insufficient clinical signal (no chronic-condition, medication, utilization, or frailty data) OR <12 months tenure (first completed visit <12 months ago or unknown). Data-quality / new-patient gap."
cadence_low_risk_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,low_risk_pid,,,100,Low Tier Patients,Active panel: distinct active patients whose proposed rubric tier is Low (proposed_rank=1). Excel-rubric: 0 chronic conditions and no risk-factor bundle.
cadence_rising_risk_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,rising_risk_pid,,,100,Rising Risk Tier Patients,"Active panel: distinct active patients whose proposed rubric tier is Rising (proposed_rank=2). Excel-rubric: 0 chronic conditions + risk-factor bundle, or escalator-promoted."
cadence_polypharmacy_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,polypharmacy_pid,,,100,Polypharmacy Escalator Patients,Active panel: distinct active patients with the polypharmacy escalator (>5 active non-supplement medications). +1 tier escalator under the Excel rubric.
cadence_hrm_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,hrm_pid,,,100,High-Risk Medication Escalator Patients,Active panel: distinct active patients with a high-risk medication (Beers) escalator (any single-agent HRM or two-same-class). +1 tier escalator under the Excel rubric.
cadence_high_util_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,high_util_pid,,,100,High Utilization Escalator Patients,Active panel: distinct active patients with the high-utilization escalator (>4 ED/IP admits in 12mo). +1 tier escalator under the Excel rubric.
cadence_frailty_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,frailty_pid,,,100,Frailty Escalator Patients,Active panel: distinct active patients with the frailty escalator (frailty ICD-10 proxy). +1 tier escalator under the Excel rubric.
cadence_risk_factor_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,risk_factor_pid,,,100,Risk-Factor Bundle Patients,"Active panel: distinct active patients with any rubric risk factor (smoking, SDOH, osteopenia, pre-diabetes, cognitive impairment, urinary incontinence, hearing/vision impairment, out-of-range A1c/BP/PHQ-9/Mini-Cog). Descriptive bundle; splits Low tier only."
cadence_high_risk_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,high_risk_pid,,,100,High Risk Tier Patients,"Active panel: distinct active patients whose proposed rubric tier is High (proposed_rank=3). Excel-rubric: chronic-count bands + polypharmacy/HRM, high-utilization, and frailty escalators + age add-on."
cadence_highly_complex_patients,marts_bi_v3.mart_cadence_scheduling,,count_distinct,highly_complex_pid,,,100,Highly Complex Tier Patients,"Active panel: distinct active patients whose proposed rubric tier is Highly Complex (proposed_rank=4). Excel-rubric: chronic-count bands + polypharmacy/HRM, high-utilization, and frailty escalators + age add-on."
eov_qualifying_visits,marts_bi_v3.mart_eov_cadence,appointment_date,count_distinct,qualifying_visit_aid,,,100,EOV Qualifying Visits,DEV-4138 denominator: distinct completed qualifying patient visits in the period. Matches the provider-bonus NEXT_VISIT denominator so EOV rates reconcile 1:1 with MOR - Patient Engagement.
eov_next_visit_scheduled,marts_bi_v3.mart_eov_cadence,appointment_date,count_distinct,next_visit_scheduled_aid,,,100,Next Visit Scheduled at EOV,Distinct completed qualifying visits where a future qualifying patient visit was booked as of the visit date (MOR metric #9 numerator).
eov_next_visit_rate,marts_bi_v3.mart_eov_cadence,appointment_date,rate_distinct,,next_visit_scheduled_aid,qualifying_visit_aid,100,Next Visit at EOV %,MOR metric #9: completed qualifying visits with a next visit booked at end-of-visit / all completed qualifying visits x 100. Same definition as the provider bonus NEXT_VISIT metric.
eov_medicare_visits,marts_bi_v3.mart_eov_cadence,appointment_date,count_distinct,medicare_visit_aid,,,100,EOV Medicare Visits,DEV-4138 AWV denominator: distinct completed qualifying visits classified Medicare at visit time.
eov_next_awv_scheduled,marts_bi_v3.mart_eov_cadence,appointment_date,count_distinct,awv_scheduled_aid,,,100,Next AWV Scheduled at EOV,Distinct completed Medicare qualifying visits with a future AWV booked (within the 395-day window) as of the visit date (MOR metric #11 numerator).
eov_next_awv_rate,marts_bi_v3.mart_eov_cadence,appointment_date,rate_distinct,,awv_scheduled_aid,medicare_visit_aid,100,Next AWV at EOV %,MOR metric #11: Medicare completed qualifying visits with a future AWV booked at end-of-visit / all Medicare completed qualifying visits x 100. Same definition as the provider bonus AWV metric.
eov_on_cadence,marts_bi_v3.mart_eov_cadence,appointment_date,count_distinct,on_cadence_aid,,,100,Scheduled On Cadence,Distinct completed qualifying visits whose next qualifying visit was booked within the patient's tier cadence threshold (HC 23 / High 45 / Rising 68 / else 182|274 days). Strict subset of Next Visit Scheduled.
eov_on_cadence_rate,marts_bi_v3.mart_eov_cadence,appointment_date,rate_distinct,,on_cadence_aid,qualifying_visit_aid,100,Scheduled On Cadence %,MOR metric #10: completed qualifying visits with the next visit booked within the tier cadence threshold / all completed qualifying visits x 100.
eov_avg_days_to_next_visit,marts_bi_v3.mart_eov_cadence,appointment_date,avg,days_to_next_visit,,,100,Avg Days to Next Visit,Average days between the completed visit and the earliest future qualifying visit booked at end-of-visit (over visits that had a next visit scheduled).
appointments_avg_duration,marts_bi_v3.mart_appointments,appointment_date,avg,appointment_duration,,,100,Avg Appointment Duration (min),DEV-4139: average scheduled appointment duration in minutes over appointments in the selected period. Cut by MA vs Provider via the ma_vs_provider dimension.
appointments_cancelled_lt_7d,marts_bi_v3.mart_appointments,appointment_date,count_distinct,cancelled_lt_7d_aid,,,100,Cancelled <7 Days,DEV-4139: distinct appointments cancelled within 7 days of the scheduled start (short-notice cancellations).
appointments_cancelled_lt_48h,marts_bi_v3.mart_appointments,appointment_date,count_distinct,cancelled_lt_48h_aid,,,100,Cancelled <48 Hours,DEV-4139: distinct appointments cancelled within 48 hours of the scheduled start (late cancellations).
appointments_cancelled_lt_7d_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,cancelled_lt_7d_aid,cancelled_aid,100,Short-Notice Cancel (<7d) %,"DEV-4139: of all cancelled appointments, the share cancelled within 7 days of the scheduled start x 100."
appointments_cancelled_lt_48h_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,cancelled_lt_48h_aid,cancelled_aid,100,Late Cancel (<48h) %,"DEV-4139: of all cancelled appointments, the share cancelled within 48 hours of the scheduled start x 100."
appointments_avg_days_to_cancel,marts_bi_v3.mart_appointments,appointment_date,avg,days_scheduled_to_cancelled,,,100,Avg Days Scheduled to Cancel,DEV-4139: average whole days between when an appointment was scheduled and when it was cancelled (cancelled appointments only).
appointments_true_cancellation_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,truly_cancelled_aid,appointment_id,100,True Cancellation Rate %,"DEV-4139: cancellation rate excluding reschedules -- truly cancelled (never rescheduled) appointments / total appointments x 100. Complements true_cancel_rate_resolved (which is over cancelled, not total)."
population_active_patients,marts_bi_v3.mart_population_history,status_month,latest,active_patient_count,,,1,Active Patients (EOM),CANONICAL Active Patients as of month-end (548-day rule; reconstructed point-in-time back to the start of Athena history). EOM stock — latest per period; never sum across months.
population_active_members,marts_bi_v3.mart_population_history,status_month,latest,active_member_count,,,1,Active Members (EOM),CANONICAL Active Members as of month-end — strict subset of Active Patients (Active enrollment + Membership member-since + canonically Active patient). EOM stock.
population_active_members_raw,marts_bi_v3.mart_population_history,status_month,latest,active_member_raw_count,,,1,Active Members Raw (EOM),Membership-system-only active members at month-end (no patient gate). Diff vs population_active_members = SF/Membership reconciliation queue. EOM stock.
population_total_patients,marts_bi_v3.mart_population_history,status_month,latest,patient_count,,,1,Total Patients (EOM),All patients with any reconstructed status as of month-end (Active + Inactive + Excluded + Deleted). EOM stock.
population_inactive_patients,marts_bi_v3.mart_population_history,status_month,latest,inactive_patient_count,,,1,Inactive Patients (EOM),Patients canonically Inactive as of month-end. EOM stock.
population_active_member_share,marts_bi_v3.mart_population_history,status_month,rate_latest,,active_member_count,active_patient_count,100,Active Member Share %,Active Members as a percentage of Active Patients at month-end (subset rate; canonical hierarchy).
membership_unique_patients_seen,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,membership_unique_patients_seen,,,1,Unique Patients Seen (Members),Distinct members who completed at least one visit in the month. Distinct WITHIN each month — cross-month totals overcount repeat patients; use with a monthly time axis.
medical_revenue,marts_bi_v3.mart_medical_spending,service_month,sum,revenue_total,,,1,Medical Revenue,Total CMS-paid Medicare Advantage revenue (PAYOR_A total MA payment / PAYOR_B gross revenue) for the period. Additive across months and payors.
medical_cost,marts_bi_v3.mart_medical_spending,service_month,sum,total_cost,,,1,Medical Cost (Paid),Total paid medical claim cost for the period (includes claim-only member-months so real cost is never dropped). Additive across months and payors.
medical_loss_ratio,marts_bi_v3.mart_medical_spending,service_month,rate,,total_cost,revenue_total,100,Medical Loss Ratio % (Headline),"Headline medical loss ratio = GROSS paid medical cost / CMS-paid revenue, as a percent. Gross is the true MLR (the medical feed's pharmacy is Part B / plan liability; true Part D = $0). SUM(cost)/SUM(revenue) so it recomputes at any grouping."
member_months_paid,marts_bi_v3.mart_medical_spending,service_month,sum,member_months,,,1,Member Months,Paid member-months in the period (the PMPM denominator). Additive across months and payors.
revenue_pmpm,marts_bi_v3.mart_medical_spending,service_month,rate,,revenue_total,member_months,1,Revenue PMPM,Revenue per paid member-month = SUM(revenue) / SUM(member_months). Recomputes correctly at any grouping.
cost_pmpm,marts_bi_v3.mart_medical_spending,service_month,rate,,total_cost,member_months,1,Cost PMPM,Paid cost per paid member-month = SUM(cost) / SUM(member_months). Recomputes correctly at any grouping.
medical_cost_inpatient,marts_bi_v3.mart_medical_spending,service_month,sum,cost_inpatient,,,1,Inpatient Cost,Paid inpatient facility cost for the period. Additive.
medical_cost_outpatient,marts_bi_v3.mart_medical_spending,service_month,sum,cost_outpatient,,,1,Outpatient Cost,Paid outpatient facility cost for the period. Additive.
medical_cost_emergency,marts_bi_v3.mart_medical_spending,service_month,sum,cost_emergency,,,1,Emergency Cost,Paid emergency cost for the period. Additive.
medical_cost_professional,marts_bi_v3.mart_medical_spending,service_month,sum,cost_professional,,,1,Professional Cost,Paid professional (office/clinic/telehealth) cost for the period. Additive.
medical_cost_pharmacy,marts_bi_v3.mart_medical_spending,service_month,sum,cost_pharmacy,,,1,Pharmacy Cost,Paid pharmacy cost captured on the medical feed for the period. Additive. (PAYOR_B Rx is a separate feed and is not included here.)
medical_cost_post_acute,marts_bi_v3.mart_medical_spending,service_month,sum,cost_post_acute,,,1,Post-Acute Cost,Paid post-acute / skilled-nursing cost for the period. Additive.
medical_cost_other,marts_bi_v3.mart_medical_spending,service_month,sum,cost_other,,,1,Other Cost,Paid cost not mapped to a named service category for the period. Additive.
medical_expected_revenue,marts_bi_v3.mart_medical_spending,service_month,sum,expected_revenue,,,1,Expected Revenue (RAF),RAF × county-benchmark expected revenue over resolved member-months. Additive.
medical_revenue_gap,marts_bi_v3.mart_medical_spending,service_month,sum,revenue_gap,,,1,Revenue Gap,Actual minus RAF-expected revenue over resolved member-months (positive = paid above expected). Additive.
medical_cost_part_d,marts_bi_v3.mart_medical_spending,service_month,sum,cost_part_d,,,1,Medical Cost (Part D - carved out),TRUE Part D pharmacy paid (rx_part_d_indicator='Y') — the only cost netted out of the ex-Part-D view. ~$0 today (Part D sponsor pays). Additive.
medical_cost_plan_liability,marts_bi_v3.mart_medical_spending,service_month,sum,total_cost_plan_liability,,,1,Medical Cost (ex-Part D),Paid medical cost net of TRUE Part D only (total_cost - cost_part_d). Equals gross cost today; the medical feed's pharmacy is Part B (plan liability). Additive.
medical_loss_ratio_plan_liability,marts_bi_v3.mart_medical_spending,service_month,rate,,total_cost_plan_liability,revenue_total,100,Medical Loss Ratio % (ex-Part D),"Secondary ex-Part-D loss ratio = (cost - true Part D) / revenue, as a percent. Equals the headline GROSS MLR today (Part D = $0). SUM(cost)/SUM(revenue) so it recomputes at any grouping."
cost_pmpm_plan_liability,marts_bi_v3.mart_medical_spending,service_month,rate,,total_cost_plan_liability,member_months,1,Cost PMPM (Plan Liability),Plan-liability paid cost per paid member-month = SUM(plan-liability cost) / SUM(member_months). Recomputes correctly at any grouping.
paid_raf,marts_bi_v3.mart_medical_spending,service_month,rate,,payment_raf_score_sum,member_months,1,Paid RAF (avg),Member-month-weighted average paid (payment) RAF = SUM(paid RAF over paid member-months) / SUM(member_months). Recomputes correctly at any grouping.
provider_medical_revenue,marts_bi_v3.mart_medical_spending_by_provider,service_month,sum,revenue_total,,,1,Provider Revenue,CMS-paid MA revenue attributed to the provider's panel. Additive across months and providers.
provider_medical_cost,marts_bi_v3.mart_medical_spending_by_provider,service_month,sum,total_cost,,,1,Provider Medical Cost (Gross),Gross paid medical cost for the provider's panel. Additive.
provider_medical_cost_plan_liability,marts_bi_v3.mart_medical_spending_by_provider,service_month,sum,total_cost_plan_liability,,,1,Provider Medical Cost (Plan Liability),Paid medical cost net of Part D pharmacy for the provider's panel. Additive; correct basis for provider plan-liability MLR.
provider_mlr_plan_liability,marts_bi_v3.mart_medical_spending_by_provider,service_month,rate,,total_cost_plan_liability,revenue_total,100,Provider MLR % (Plan Liability),"Blended provider medical loss ratio = plan-liability cost / revenue, as a percent. Aggregated as SUM(cost)/SUM(revenue) so it recomputes correctly at any provider/period rollup."
provider_cost_pmpm_plan_liability,marts_bi_v3.mart_medical_spending_by_provider,service_month,rate,,total_cost_plan_liability,member_months,1,Provider Cost PMPM (Plan Liability),Plan-liability paid cost per paid member-month for the provider = SUM(plan-liability cost) / SUM(member_months).
provider_paid_raf,marts_bi_v3.mart_medical_spending_by_provider,service_month,rate,,payment_raf_score_sum,member_months,1,Provider Paid RAF (avg),Member-month-weighted average paid RAF for the provider's panel = SUM(paid RAF over paid member-months) / SUM(member_months).
provider_member_months,marts_bi_v3.mart_medical_spending_by_provider,service_month,sum,member_months,,,1,Provider Member Months,Paid member-months for the provider's panel. Additive (rate denominator).
provider_panel_members,marts_bi_v3.mart_medical_spending_by_provider,service_month,latest,panel_members,,,1,Provider Panel Size (latest mo.),Distinct attributed members with a paid member-month in the most recent month (semiadditive last). Provider panel size.
specialty_paid_cost,marts_bi_v3.mart_medical_spending_by_specialty,service_month,sum,total_paid,,,1,Paid Cost,Total paid medical cost for the payor × month × service-category × specialty slice. Additive across slices.
specialty_claim_lines,marts_bi_v3.mart_medical_spending_by_specialty,service_month,sum,claim_line_count,,,1,Claim Lines,Paid claim lines in the slice. Additive across slices.
pharmacy_paid_cost,marts_bi_v3.mart_pharmacy_spend,service_month,sum,paid_amount,,,1,Pharmacy Paid Cost,Total plan-paid pharmacy dollars (gross) for the slice. Additive across slices.
pharmacy_paid_cost_plan_liability,marts_bi_v3.mart_pharmacy_spend,service_month,sum,paid_amount_plan_liability,,,1,Pharmacy Cost (Plan Liability),"Plan-paid pharmacy that is the plan's liability (non-Part-D / Part B: vaccines, CGM & diabetic DME, nebulizer drugs). Additive."
pharmacy_paid_cost_part_d,marts_bi_v3.mart_pharmacy_spend,service_month,sum,paid_amount_part_d,,,1,Pharmacy Cost (Part D),Plan-paid pharmacy adjudicated under Part D (expected ~$0 — the Part D sponsor pays). Additive.
pharmacy_claim_lines,marts_bi_v3.mart_pharmacy_spend,service_month,sum,claim_line_count,,,1,Pharmacy Claim Lines,Paid pharmacy claim lines in the slice. Additive.
diagnosis_paid_cost,marts_bi_v3.mart_uhc_diagnosis_by_company,service_month,sum,paid_amount,,,1,Paid Cost,PAYOR_B H2001 paid medical cost by primary diagnosis and company (Healthcare Org vs VendorBlue). Additive across slices.
diagnosis_claim_lines,marts_bi_v3.mart_uhc_diagnosis_by_company,service_month,sum,claim_count,,,1,Claims,Distinct paid claims by primary diagnosis and company on the PAYOR_B H2001 contract. Additive across slices.
financial_paid_raf,marts_bi_v3.mart_medical_spending,service_month,rate,,cms_paid_raf_score_sum,member_months,1,Financial Paid RAF (avg),"Member-month-weighted average FINANCIAL paid RAF = SUM(CMS-paid factor over paid member-months) / SUM(member_months). The CMS-paid factor (cms_paid_raf) is the risk score CMS actually paid on (revenue file), present for every paid member-month including VendorBlue, distinct from the claims/HCC-derived paid_raf. Recomputes correctly at any grouping."
medical_expected_revenue_financial,marts_bi_v3.mart_medical_spending,service_month,sum,expected_revenue_financial,,,1,Expected Revenue (Financial RAF),"County-benchmark x CMS-paid factor (cms_paid_raf) expected revenue over resolved member-months. Company-splittable (populated for VendorBlue), unlike Expected Revenue (RAF) which uses the Healthcare-only payment score. Additive."
medical_revenue_gap_financial,marts_bi_v3.mart_medical_spending,service_month,sum,revenue_gap_financial,,,1,Revenue Gap (Financial),Actual minus financial (CMS-paid factor) expected revenue over resolved member-months (positive = paid above expected). Additive.
hcc_acceptance_rate,marts_bi_v3.mart_hcc_grouped_surfaced,,rate,,accepted_int,one,100,Acceptance %,Share of surfaced HCC codes ACCEPTED by the provider. Denominator = the VendorNav sent roster.
